Campaign Name,Subject,List,Send Time,Send Weekday,Total Recipients,Unique Placed Order,Placed Order Rate,Revenue,Unique Opens,Open Rate,Total Opens,Unique Clicks,Click Rate,Total Clicks,Unsubscribes,Spam Complaints,Spam Complaints Rate,Successful Deliveries,Bounces,Bounce Rate,Campaign ID,Campaign Channel
NLE | 06.18.2025 | Why Your Skin Needs a Good Night Sleep,Poor sleep = poor complexion, NLE - Engaged Profiles (120 Days),2025/6/19 10:00,Thursday,87568,27,0.03%,3641.3,56788,64.92%,79562,241,0.28%,381,194,5,0.01%,87475,93,0.11%,01JTKCFWXEDD3VZV4DANG6S5W9,Email
NLE | 06.20.2025 | Stress Is Aging Your Skin,Free radicals are killing your skin... ,NLE - Engaged Profiles (120 Days),2025/6/20 9:00,Friday,88906,28,0.03%,3217.83,57204,64.40%,79930,282,0.32%,444,219,6,0.01%,88832,74,0.08%,01JTKCKRH8K37TVX3GG2Y1C7W5,Email
[DEP]250621_BIRTHDAY_OUR STORY,Turning 4: Your Story Guides Our Journey,"[DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Fairly Engaged - no mail, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/6/21 5:15,Saturday,74395,32,0.04%,3843.45,54365,73.15%,74466,158,0.21%,301,157,8,0.01%,74319,76,0.10%,01JY6G5PWY25YVTDD2W54Q2EAN,Email
[DEP]250622_BIRTHDAY_USER COMMENTS,200+ Messages That Made Our Birthday Special,"[DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Fairly Engaged - no mail, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/6/22 5:15,Sunday,74305,58,0.08%,6337.27,53486,72.05%,73000,261,0.35%,484,155,7,0.01%,74232,73,0.10%,01JY76Z28G4PCEXQ0JJYJW9064,Email
NLE | 06.23.2025 | You Are What You Eato What Your Skin Diet?,Skin nutrition made simple,NLE - Engaged Profiles (120 Days),2025/6/23 5:00,Monday,90248,18,0.02%,2419.93,56004,62.15%,78478,187,0.21%,292,252,11,0.01%,90117,131,0.14%,01JWC3DEPZH1HXHMGXASV6K3H6,Email
NLE | 06.25.2025 | Ever Heard of Arbutin?,"Brighter, tighter skin? Yup!",NLE - Engaged Profiles (120 Days),2025/6/25 5:00,Wednesday,89466,32,0.04%,3990.2,56692,63.44%,79175,335,0.38%,520,239,9,0.01%,89356,110,0.12%,01JTKCQSXQB9WSP5QA6D43T5GZ,Email
[DEP]250626_Profirming Night Mask_Sleep Wrinkles,Waits Your Sleep Position Causing Wrinkles?,"[DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Fairly Engaged - no mail, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/6/26 5:00,Thursday,73508,22,0.03%,2482.14,53176,72.40%,72871,269,0.37%,492,177,13,0.02%,73445,63,0.09%,01JYN866T22KKWTZ4GB51F7WJK,Email
NLE | 06.27.2025 | How Ceramides Are Your Skin Lock and Key,Hype or hope: Ceramides, NLE - Engaged Profiles (120 Days),2025/6/27 9:00,Friday,91569,18,0.02%,2650.27,59736,65.29%,83294,298,0.33%,504,284,8,0.01%,91494,75,0.08%,01JVTG1J6RDF06W0DQ8QEVGWEP,Email
[DEP]250628_M3K&TLM&UVCARE_Moisturizing Mistake,Are You Making This Moisturizing Mistake?,"[DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Fairly Engaged - no mail, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/6/28 5:15,Saturday,72517,16,0.02%,1928.24,51697,71.35%,70286,215,0.30%,410,179,7,0.01%,72455,62,0.08%,01JYRBR2TQPS9ZBVD353XKR9AD,Email
[DEP]250629_NightMask_Simple Skincare Tweaks,Simple Skincare Tweaks = Big Skin Wins,"[DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Fairly Engaged - no mail, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/6/29 5:15,Sunday,72433,38,0.05%,4029.06,52380,72.37%,71231,214,0.30%,402,196,10,0.01%,72377,56,0.08%,01JYRC3BR37CGWHZSVFRE1TJ26,Email
[DEP]250702_JULY4TH_Kick OFF,Our July 4th Sale is Live! ,"[DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Fairly Engaged - no mail, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/7/2 4:15,Wednesday,83186,249,0.30%,33746.04,61399,73.87%,85583,1390,1.67%,2582,273,11,0.01%,83121,65,0.08%,01JZ596QA6JB7WQJ2HJ01EXS30,Email
[DEP]250703_JULY4TH_MPS 3for2,Get it FREE?4TH OF JULY SALE,"[DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Fairly Engaged - no mail, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/7/3 4:15,Thursday,71924,85,0.12%,12416.95,52578,73.17%,72228,544,0.76%,875,198,9,0.01%,71859,65,0.09%,01JZ7P4YB0QAG37V8738K2W584,Email
[DEP]250704_JULY4TH_Matrixyl Bundle,Save $55 on Our FIRST-EVER Bundle4TH OF JULY SALE,"[DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Fairly Engaged - no mail, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/7/4 4:15,Friday,71727,71,0.10%,9559.5,52504,73.27%,71977,529,0.74%,992,205,7,0.01%,71658,69,0.10%,01JZA0ZEXBDMTFV0SSC8KT0XM4,Email
[DEP]250705_JULY4TH_Loyalty perk,Your Exclusive VIP Perks Inside 4TH OF JULY SALE,"[DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Fairly Engaged - no mail, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/7/5 4:15,Saturday,71216,78,0.11%,10675.67,52551,73.87%,72151,435,0.61%,820,230,4,0.01%,71139,77,0.11%,01JZA6BHQ7CYMN4E2WSGSV6CV0,Email
[DEP]250706_JULY4TH_Under $20,SHOP UNDER $20 4TH OF JULY SALE,"[DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Fairly Engaged - no mail, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/7/6 4:15,Sunday,71510,37,0.05%,4831.06,52399,73.35%,71583,412,0.58%,682,247,6,0.01%,71434,76,0.11%,01JZA9JDPY9FMEZMMRTZJTKRH8,Email
[DEP]250706_JULY4TH_Reminder,Last Chance Only 24 Hours Left in Our July 4th Sale,"[DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Fairly Engaged - no mail, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/7/6 14:15,Sunday,71444,95,0.13%,14123.63,52872,74.09%,72647,504,0.71%,855,298,5,0.01%,71366,78,0.11%,01JZACJ3ZM29DG30S45C3MR0ZH,Email
"NLE | 07.07.2025 | Red, White & Renewed",More sun = more damage ,NLE - Engaged Profiles (120 Days),2025/7/7 10:00,Monday,32803,16,0.05%,1694.5,18364,56.04%,26309,113,0.34%,205,147,3,0.01%,32769,34,0.10%,01JXFKCGY4X274YG79Y88FEJWX,Email
[DEP]250708_PrimeDay_Kickoff,20% OFF | PRIME DAY IS LIVE,[kyra] US members,2025/7/8 4:15,Tuesday,91260,23,0.03%,2321.03,55904,61.35%,76737,786,0.86%,1207,376,10,0.01%,91121,139,0.15%,01JZM21ZPWQ6F5F5PXG4FKVNBT,Email
[DEP]250710_PrimeDay_Reminder,Prime Day Offers You Shouldn't Miss!,[kyra] US members,2025/7/10 4:15,Thursday,91065,24,0.03%,3033.12,55555,61.23%,75896,768,0.85%,1092,411,9,0.01%,90738,327,0.36%,01JZMHKMPXA8FD5MK8F3C75TAB,Email
NLE | 07.11.2025 | What Actually Causing Your Fine Lines?,What's causing your fine lines?, NLE - Engaged Profiles (120 Days),2025/7/11 10:00,Friday,89948,32,0.04%,4042.56,59250,65.93%,82490,288,0.32%,435,434,10,0.01%,89867,81,0.09%,01JXFJZFBMYWR6PVTFFTQXMM0W,Email
NLE | 07.14.2025 | Mid Day Moisture,AC drying out your skin? ,NLE - Engaged Profiles (120 Days),2025/7/14 9:00,Monday,90083,32,0.04%,3793.42,60459,67.17%,84290,263,0.29%,461,445,12,0.01%,90004,79,0.09%,01JXFJRNXR9HTB9ZWGRHK1JF5J,Email
NLE | 07.16.2025 | Ingredient Quiz Challenge,Are you a skincare expert? ,NLE - Engaged Profiles (120 Days),2025/7/16 9:00,Wednesday,89762,59,0.07%,6072.01,59182,65.99%,82677,599,0.67%,957,473,11,0.01%,89689,73,0.08%,01JXFJ14ZQB50Y7MMT06SZM4YD,Email
[DEP]250717_CLM_Korean cactus without irritation,Korean cactus for makeup removal? ,"[DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Fairly Engaged - no mail, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/7/17 5:30,Thursday,74704,12,0.02%,1383.22,55148,73.88%,75820,283,0.38%,523,340,9,0.01%,74644,60,0.08%,01K09D56TF2A8HFABHS7X84G1N,Email
NLE | 07.18.2025 | Can You Guess Which Product Got These Results?,99% of people get this wrong...,NLE - Engaged Profiles (120 Days),2025/7/18 9:00,Friday,89732,37,0.04%,3641.21,59826,66.72%,83356,802,0.89%,1243,505,11,0.01%,89661,71,0.08%,01JXFJMSAX1TJKQW4NQXWM8VY3,Email
NLE | 07.20.2025 | Wrinkle Warrior Bingo,Are you neglecting your skin?, NLE - Engaged Profiles (120 Days),2025/7/20 10:00,Sunday,89292,29,0.03%,3719.5,58443,65.51%,80621,315,0.35%,524,540,8,0.01%,89217,75,0.08%,01JXFHSVZ44EDTY1AGNKMDWEN8,Email
NLE | 07.21.2025 | Battle of the Ingredients: Matrixyl 3000 vs Argireline Peptide,Your glow-up depends on this...,NLE - Engaged Profiles (120 Days),2025/7/21 9:00,Monday,89459,35,0.04%,4335.42,58867,65.88%,81905,241,0.27%,438,557,7,0.01%,89357,102,0.11%,01JXFJ6CTXBSEWNJK5Q46R22RV,Email
NLE | 07.23.2025 | [US Exclusive] Full Protection SPF Sunscreen,Sick of looking like a ¶û?,NLE - Engaged Profiles (120 Days US only),2025/7/23 9:00,Wednesday,69820,22,0.03%,2448.09,47477,68.05%,65696,156,0.22%,274,426,5,0.01%,69772,48,0.07%,01JXFJBBWQ91BJQJ0K53FKHEDJ,Email
NLE | 07.25.2025 | Have You Claimed Your 20% Discount Yet?,20% off is all YOURS! ,NLE - Engaged Profiles (180 Days),2025/7/25 10:00,Friday,91875,83,0.09%,9094.27,60273,65.66%,84310,824,0.90%,1404,566,12,0.01%,91793,82,0.09%,01JXFJFXTSN5A98G2K7WMB3TX2,Email
NLE | 07.28.2025 | Micro-Operator Boosting Cream,Nature called. We answered.,NLE - Engaged Profiles (120 Days),2025/7/28 9:00,Monday,88269,32,0.04%,3051.23,59708,67.70%,83610,372,0.42%,634,580,3,0.00%,88191,78,0.09%,01JXFK78NCTF1FCSV0AHWYAAMR,Email
[DEP]250730_CLM & Toner & M3K & Matriplex_Dry skin make up prep,Tired of patchy foundation on dry skin?,"[DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Fairly Engaged - no mail, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/7/30 5:30,Wednesday,70884,19,0.03%,1847.42,52125,73.61%,71476,219,0.31%,355,366,7,0.01%,70815,69,0.10%,01K1ATH3MCYVHKM6B0G0ZKNT93,Email
NLE | 07.31.2025 | The Skinvestment Report: July Edition,The best ROI for your skin ,NLE - Engaged Profiles (120 Days),2025/7/31 9:00,Thursday,87854,40,0.05%,6107.51,57886,65.95%,80392,248,0.28%,407,554,7,0.01%,87775,79,0.09%,01JXM945Q01KQ57W3FECPG0BD8,Email
NLE | 08.02.2025 | Inbox Spa: Choose Your Chill,At-home spa days? Yes please.,NLE - Engaged Profiles (120 Days),2025/8/2 10:00,Saturday,87833,28,0.03%,3179.62,59824,68.19%,83692,305,0.35%,497,578,9,0.01%,87737,96,0.11%,01JZJK2GQ8Z26DYAVJW2EXVPXC,Email
[DEP]250803_RBL_Keratosis pilaris,"Rough, Bumpy Skin? Try this $26 Body Retinol!","[DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Fairly Engaged - no mail, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/8/3 5:30,Sunday,70577,26,0.04%,2469.93,52701,74.78%,72425,223,0.32%,435,411,7,0.01%,70478,99,0.14%,01K1J9HW9N4B802TAY231C3ND5,Email
Inbox Placement Test,The best ROI for your skin Glock Apps Test,,2025/8/4 4:46,Monday,107,0,0.00%,0,24,22.64%,24,2,1.89%,9,0,0,0.00%,106,1,0.94%,01K1T41FRVW7YHTXQ5NC96RZZ3,Email
NLE | 08.05.2025 | The Step Youe Missing (That Your Skin Desperately Wants),Skipping toner? Yikes! ,NLE - Engaged Profiles (120 Days),2025/8/5 9:00,Tuesday,87522,37,0.04%,3596.1,59646,68.22%,83701,365,0.42%,566,637,7,0.01%,87429,93,0.11%,01JZJJZPAM5X5EGKQSH1QPSQ41,Email
NLE | 08.07.2025 | The Patch That Smooths on Contact,Smooth away wrinkles...,NLE - Engaged Profiles (120 Days),2025/8/7 10:00,Thursday,87333,43,0.05%,5662.85,58863,67.47%,82457,330,0.38%,487,676,12,0.01%,87246,87,0.10%,01JZJJW5S1R9Q4AT9G8E41KJHX,Email
[DEP]_250809_MOP_Microneedling cream_A/B,[MULTIPLE VARIATIONS],"[DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Fairly Engaged - no mail, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/8/9 9:15,Saturday,69672,28,0.04%,3442.99,53147,76.38%,73914,476,0.68%,906,479,8,0.01%,69586,86,0.12%,01K24BTCZXW8EGW6ZQGPJWY9Y2,Email
"NLE | 08.10.2025 | What 1,000 Women Are Saying",Our formulas = life-changing ,NLE - Engaged Profiles (120 Days),2025/8/10 9:00,Sunday,87021,55,0.06%,6850.47,59117,68.01%,82523,295,0.34%,497,724,11,0.01%,86926,95,0.11%,01JZJJP5984W8P1E5B6D3RM7XN,Email
NLE | 08.13.2025 | Guess the Ingredient,90% of people fail this test, NLE - Engaged Profiles (120 Days),2025/8/13 9:00,Wednesday,86814,29,0.03%,2848.82,58111,67.01%,80761,447,0.52%,698,698,9,0.01%,86726,88,0.10%,01JZN5SVW3MTAFMNNDW6BDMYM3,Email
[DEP]_250815_RBL_Retinol power for body_A/B,[MULTIPLE VARIATIONS],"[DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Fairly Engaged - no mail, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/8/15 5:00,Friday,69065,25,0.04%,2122.92,50636,73.42%,69132,335,0.49%,602,510,12,0.02%,68969,96,0.14%,01K2HD2PQTXVRX5W55MMTH3ZEW,Email
NLE | 08.16.2025 | $40 and Under: Skincare That Works,"Glow more, spend less ",NLE - Engaged Profiles (120 Days),2025/8/16 9:00,Saturday,86461,42,0.05%,5090.3,60052,69.53%,84026,394,0.46%,754,697,10,0.01%,86367,94,0.11%,01JZN5PRJNPHX055QA8MMMVY1Y,Email
[DEP]250817_Summer_Sale_Launch_Yearly,25% OFF EVERYTHING![DEP] - Yearly Customers - order gap,,2025/8/17 5:15,Sunday,16306,46,0.28%,4536.24,10579,64.99%,14661,263,1.62%,642,115,6,0.04%,16279,27,0.17%,01K2VECJVFCW36KKB7DB0QZDHD,Email
[DEP]250817_Summer_Sale_Launch_Yearly Repeat,20% OFF EVERYTHING![DEP] - Yearly Repeat Customers - order gap,,2025/8/17 5:15,Sunday,4642,52,1.12%,6988.97,3039,65.58%,4387,227,4.90%,515,34,1,0.02%,4634,8,0.17%,01K2PM1XX8SXVQP1X0XVCA3Z7D,Email
[DEP]250818_Summer_Sale_Reminder_Yearly,25% Off Ends Midnight! ,[DEP] - Yearly Customers - order gap,2025/8/18 10:15,Monday,16154,29,0.18%,3224.93,10438,64.69%,14387,348,2.16%,536,129,5,0.03%,16136,18,0.11%,01K2XKY6A71TVW149J6XKYJME5,Email
[DEP]250817_Summer_Sale_Reminder_Yearly Repeat,20% Off Ends Midnight! ,[DEP] - Yearly Repeat Customers - order gap,2025/8/18 10:15,Monday,4557,38,0.83%,4191.44,2989,65.62%,4280,195,4.28%,370,31,1,0.02%,4555,2,0.04%,01K2XHVBZJ2V4N66EAG09CV8DW,Email
NLE | 08.19.2025 | The Balm That Does It All,Fine lines? Redness? Dryness? ,NLE - Engaged Profiles (120 Days),2025/8/19 9:00,Tuesday,81589,17,0.02%,1968.32,54390,66.75%,75400,266,0.33%,450,664,8,0.01%,81486,103,0.13%,01JZN5KS048M0CRPR4GD99VFC0,Email
NLE | 08.21.2025 | What Your Skincare Personality?,What's your skincare personality? ,"NLE | Deliverability Segment ( 20days - hotmail/outlook, office365), NLE | Deliverability Segment All Other Emails (180days)",2025/8/21 9:00,Thursday,95144,26,0.03%,2847.28,65019,68.41%,88455,237,0.25%,378,727,15,0.02%,95044,100,0.10%,01JZN5GEBBXYGVN9B1MXZWGEB9,Email
[DEP]250822_MOP & MTP & RTN _Retinol burned you before?,Retinol left you red?,"[DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Fairly Engaged - no mail, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/8/22 5:30,Friday,67816,19,0.03%,1893.15,50988,75.26%,70167,219,0.32%,363,464,10,0.01%,67753,63,0.09%,01K38AX882VG01VXM66HPWXFWT,Email
NLE | 08.23.2025 | The One Product You Take to a Desert Island,Our customers can't live without it, "NLE | Deliverability Segment ( 20days - hotmail/outlook office365) NLE | Deliverability Segment All Other Emails (180days)",2025/8/23 9:00,Saturday,93786,30,0.03%,3635.44,64884,69.24%,88168,880,0.94%,1341,643,13,0.01%,93704,82,0.09%,01JZN5D354DSSCPW4SF9P1NTR9,Email
NLE | 08.26.2025 | Your Glow-Up Starts With Cleansing,Your dream cleanser? Found it. ,"NLE | Deliverability Segment ( 20days - hotmail/outlook, office365), NLE | Deliverability Segment All Other Emails (180days)",2025/8/26 9:00,Tuesday,92788,23,0.03%,2256.48,65084,70.20%,88893,314,0.34%,475,575,14,0.01%,92707,81,0.09%,01JZN595CVY10S1P29AQGS41F1,Email
NLE | 08.28.2025 | The Clinical Powerhouse Evening Duo,Better skin in 2 steps,NLE - Engaged Profiles (120 Days),2025/8/28 9:00,Thursday,85987,50,0.06%,5402.51,57452,67.06%,79645,446,0.52%,655,495,14,0.02%,85667,320,0.37%,01JZN5WK322WR38ZQHWDBYXTTT,Email
[DEP]250829_Labor day_Retinol cream,25% OFF EVERYTHING! | LABOR DAY SALE,"Back In Stock Retinol Cream, Cayla - Retinol cream - ordered - yearly, [DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Fairly Engaged - no mail, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/8/29 4:30,Friday,57374,105,0.18%,12495.58,40072,70.11%,54844,582,1.02%,1062,272,7,0.01%,57155,219,0.38%,01K3Q8J23XYFTQGHX1YYPH1B4T,Email
[DEP]250830_Labor day_Triple lipid,25% OFF + FLASH DEALS | LABOR DAY SALE CONTINUES!,"Back In Stock Retinol Cream, Cayla - Retinol cream - ordered - yearly, Triple Lipid Moisturizer Back In Stock, [DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Fairly Engaged - no mail, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/8/30 4:30,Saturday,57631,89,0.15%,10450.84,41188,71.72%,56489,506,0.88%,950,277,7,0.01%,57428,203,0.35%,01K3SWSTZW343SGQAAGS94CAPW,Email
[DEP]250831_Labor day_Peptide stick,ENDS TONIGHT | LABOR DAY SALE,"Back In Stock Retinol Cream, Cayla - Retinol cream - ordered - yearly, Peptide Complex Eye Cream Back In Stock, Triple Lipid Moisturizer Back In Stock, [DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Fairly Engaged - no mail, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/8/31 4:30,Sunday,58192,134,0.23%,15879.05,41375,71.34%,56478,520,0.90%,934,292,4,0.01%,57998,194,0.33%,01K3THHG4VW5F07E3M6R4FQ1ST,Email
NLE | 09.02.2025 | Skin Barrier Reset,Damaged skin? Not today! ,"""NLE | Deliverability Segment ( 20days - hotmail/outlook office365) NLE | Deliverability Segment All Other Emails (180days)""",2025/9/2 9:00,Tuesday,93396,36,0.04%,3160.94,64012,68.73%,87592,281,0.30%,439,424,14,0.01%,93131,265,0.28%,01K24S4JTRP50A62RCHMGKTX7X,Email
NLE | 09.04.2025 | Eye Zone Hero,Tired eyes meet your match ,"NLE | Deliverability Segment ( 20days - hotmail/outlook, office365), NLE | Deliverability Segment All Other Emails (180days)",2025/9/4 9:00,Thursday,93396,44,0.05%,2108.95,63890,68.65%,87195,402,0.43%,701,356,12,0.01%,93071,325,0.35%,01K24R4V7RSAA8RQKQQ5HE9XSR,Email
NLE | 09.06.2025 | What Skincare Looks Like in Your 30s vs. 50s,"Your age, your skincare: decoded ß¨","NLE | Deliverability Segment ( 20days - hotmail/outlook, office365), NLE | Deliverability Segment All Other Emails (180days)",2025/9/6 9:00,Saturday,93214,34,0.04%,4459.73,64641,69.59%,88677,479,0.52%,851,314,10,0.01%,92890,324,0.35%,01K24S28SBFY6TB5DSPR7S959B,Email
[DEP]250908_MOP_Is your serum blocked,It not your serum fault", [DEP] - All Engaged Buyers[DEP] - All Engaged Non Purchasers; [DEP] - All Engaged Repeat Buyers - 365; [DEP] - Fairly Engaged - no mail; [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/9/8 7:30,Monday,66172,16,0.02%,1772.62,50259,76.19%,69715,387,0.59%,642,193,12,0.02%,65965,207,0.31%,01K4M5B0P4293N34KZ64JPJ8HY,Email
NLE | 09.09.2025 | Bakuchiol Boost,Sensitive skin? We got you!,"""NLE | Deliverability Segment ( 20days - hotmail/outlook office365); NLE | Deliverability Segment All Other Emails (180days)""",2025/9/9 9:00,Tuesday,92752,33,0.04%,5132.39,63905,69.08%,87365,245,0.27%,336,274,6,0.01%,92504,248,0.27%,01K24R7F8E9VXN57BR4N90JQ35,Email
NLE | 09.11.2025 | 3 Skincare Habits That Are Secretly Aging You,3 mistakes killing your glow!,"NLE | Deliverability Segment ( 20days - hotmail/outlook, office365), NLE | Deliverability Segment All Other Emails (180days)",2025/9/11 9:00,Thursday,91719,19,0.02%,2202.51,63389,69.39%,87112,329,0.36%,464,191,12,0.01%,91352,367,0.40%,01K24RA04V50N65JWXX07AM065,Email
NLE | 09.13.2025 | This Ingredient Is Retinol Gentler (But Powerful) Cousin,Sensitive to retinol? Try this instead...,"NLE | Deliverability Segment ( 20days - hotmail/outlook, office365), NLE | Deliverability Segment All Other Emails (180days)",2025/9/13 9:00,Saturday,91451,27,0.03%,3271.23,62515,68.69%,85850,336,0.37%,470,183,9,0.01%,91006,445,0.49%,01K24RCQS9K4PCCGYEM68T0H04,Email
[DEP]250914_RBO_New launch,NEW IN | 1% Pure Retinol Face Oil,"[DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - Fairly Engaged - no mail, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/9/14 5:30,Sunday,59417,12,0.02%,1029.09,44588,75.47%,61213,267,0.45%,355,117,9,0.01%,59082,335,0.56%,01K4YF5YTM3M439YSECS35TQ8C,Email
NLE | 09.16.2025 | Skincare Most Googled Questions,"Your top skincare questions, solved,",NLE | Deliverability Segment ( 20days - hotmail/outlook office365); NLE | Deliverability Segment All Other Emails (180days)",2025/9/16 9:00,Tuesday,92012,36,0.04%,4807.65,63208,68.92%,86808,289,0.32%,426,161,9,0.01%,91718,294,0.32%,01K24RMEY60Y70HF0NWBZKKEMX,Email
NLE | 09.18.2025 | What Happens If You Stop Using Anti-Aging Products?,No consistency = no results ,"""NLE | Deliverability Segment ( 20days - hotmail/outlook office365); NLE | Deliverability Segment All Other Emails (180days)""",2025/9/18 9:00,Thursday,91444,33,0.04%,3271.63,63004,69.19%,86493,301,0.33%,395,178,10,0.01%,91056,388,0.42%,01K24RF8VDZCG9A6XDPNN1K99J,Email
NLE | 09.20.2025 | Youe Using Hyaluronic Acid Wrong,Are you using hyaluronic acid wrong?,"NLE | Deliverability Segment ( 20days - hotmail/outlook, office365), NLE | Deliverability Segment All Other Emails (180days)",2025/9/20 9:00,Saturday,91051,32,0.03%,4242.31,60159,66.45%,82500,502,0.56%,859,138,6,0.01%,90527,524,0.58%,01K24RJ63RDGTRYTV5RKYCYJR8,Email
[DEP]250921_RBO_Pure retinol won't hurt,What if retinol never hurt again?,,2025/9/21 5:30,Sunday,58791,7,0.01%,572.79,41782,71.56%,57035,194,0.33%,267,95,6,0.01%,58387,404,0.69%,01K5FZJT9XES55QRZKMAV4P8V9,Email
NLE | 09.23.2025 | Nighttime Renewal,Better skin while you sleep? Yup! ,"NLE | Deliverability Segment ( 20days - hotmail/outlook, office365), NLE | Deliverability Segment All Other Emails (180days)",2025/9/23 9:00,Tuesday,90503,39,0.04%,4488.17,58451,64.79%,79502,346,0.38%,546,148,8,0.01%,90213,290,0.32%,01K24RRVQCT6GKC2YP2XFB0CVE,Email
NLE | 09.25.2025 | Why We Don't Use Trendy Ingredients,Trendy ingredients? Never! ,"""NLE | Deliverability Segment ( 20days - hotmail/outlook office365); NLE | Deliverability Segment All Other Emails (180days)""",2025/9/25 9:00,Thursday,90303,35,0.04%,3647.8,58001,64.48%,78820,280,0.31%,398,161,4,0.00%,89947,356,0.39%,01K24RVF8BCV9RWMJWHHVQTW62,Email
NLE | 09.28.2025 | What If Your Skin Could Talk Back?,What your skin been dying to say ,"NLE | Deliverability Segment ( 20days - hotmail/outlook, office365), NLE | Deliverability Segment All Other Emails (180days)",2025/9/28 9:00,Sunday,90195,61,0.07%,6952.79,58279,64.95%,79288,318,0.35%,453,224,5,0.01%,89728,467,0.52%,01K24RZ78AT93BXYNHAM26921X,Email
[DEP]251001_Fall sale_Launch,UP TO 50% OFF your fall skincare,[Dep] - touchpoint - non-purchased - 120 days,2025/10/1 4:15,Wednesday,32874,9,0.03%,1095.18,20202,61.86%,27407,187,0.57%,558,62,1,0.00%,32657,217,0.66%,01K5WTE3ACQYQXMJ8FEGYB6HRC,Email
[DEP]251003_Fall sale_Reminder,50% OFF best sellers ends tonight!,[Dep] - touchpoint - non-purchased - 120 days,2025/10/3 4:00,Friday,32791,4,0.01%,524.3,19952,61.19%,27192,167,0.51%,571,74,1,0.00%,32606,185,0.56%,01K5XDVR3DQP2QTFXZXMWAW62R,Email
